Instance,30,,,40,,,50,,,60,,,70,,,80,,,90,,
,DivSampCA,LS-sampling-plus,SamplingCA,DivSampCA,LS-sampling-plus,SamplingCA,DivSampCA,LS-sampling-plus,SamplingCA,DivSampCA,LS-sampling-plus,SamplingCA,DivSampCA,LS-sampling-plus,SamplingCA,DivSampCA,LS-sampling-plus,SamplingCA,DivSampCA,LS-sampling-plus,SamplingCA
olpch2294.cnf,2933992.2,2932238.8,2930838.4,2941405,2940511.5,2939968.3,2944129.4,2943684.4,2943483,2945160.2,2944882,2944825.6,2945562.5,2945407.6,2945380.3,2945710.2,2945641,2945631.1,2945753.5,2945726.2,2945728.1
olpcl2294.cnf,3018827.6,3016987.8,3014920.3,3027527.4,3026473.1,3025963.2,3030757.4,3030136.6,3029880.4,3032109.2,3031721,3031667.9,3032676.5,3032490.3,3032407.7,3032903.7,3032803.3,3032798.6,3032994.7,3032954.4,3032935.7
p2106.cnf,2876430.2,2874964.6,2873717.4,2883825.6,2882978,2882456.1,2886357.8,2885853.3,2885698.8,2887345.1,2887082.3,2886998.6,2887722.2,2887614.3,2887594,2887869.2,2887804.9,2887784,2887915.3,2887897.2,2887881.9
pati.cnf,2889932,2888156.7,2886960.7,2897005.3,2896104.3,2895398.1,2899543.6,2899090.1,2898811.3,2900484.3,2900213.7,2900136.8,2900834.5,2900715.1,2900696.1,2900963.2,2900907.9,2900883.2,2901003.2,2900975.9,2900972.9
pc_i82544.cnf,2963013.1,2960780.5,2959783.3,2971789.9,2970780.5,2970291.6,2975076.9,2974386.4,2974349.8,2976469.8,2976078.8,2976008.2,2977050.1,2976873.8,2976807.6,2977298,2977201,2977172.7,2977395.6,2977349.8,2977329.9
pc_i82559.cnf,2962826.3,2960884.9,2959469.8,2971741.1,2970882.2,2970060.7,2975059.9,2974476.6,2974213.8,2976463.7,2976182.7,2975997.1,2977051.7,2976896.1,2976799.3,2977297.9,2977182.9,2977176.9,2977395.4,2977349.7,2977336.1
pc_rltk8139.cnf,2981606.2,2979847.4,2977567.2,2991103.8,2989703.5,2989131.4,2994805.6,2993988.2,2993742.1,2996343.3,2995888,2995794.7,2997043.5,2996813,2996740.3,2997350,2997220,2997198.4,2997481.5,2997423.4,2997410.3
pc_usb_d12.cnf,3040939.3,3039628.9,3037793.1,3049109.3,3048206.8,3047794.8,3052161.4,3051616.1,3051395.4,3053375.5,3053111.9,3052987.2,3053858.4,3053680.3,3053667,3054045.7,3053959.3,3053960.5,3054113.2,3054080.1,3054069.9
pc_vmWare.cnf,2945524.4,2943876.6,2942209.2,2954021.8,2952999.7,2952407.3,2957172.8,2956532.8,2956360.9,2958475.5,2958123.6,2957967.9,2958996.9,2958844.1,2958752.9,2959207.8,2959114.5,2959101,2959292.2,2959246.6,2959239
phycore.cnf,2995570.5,2994067.1,2993011.4,3003570.8,3002945.2,3002242.7,3006347.5,3005815.3,3005666.9,3007472.2,3007236.7,3007125.4,3007909.8,3007785.3,3007744.4,3008072.9,3008024.4,3008003.4,3008128.7,3008104.6,3008101.5
phycore229x.cnf,3337433.1,3335945.6,3334411.4,3346883.9,3346067.8,3345469.3,3350455.9,3350029.2,3349680.7,3351963,3351604.7,3351613.4,3352597.4,3352456.8,3352382.2,3352863.5,3352774.9,3352753.4,3352970,3352924.8,3352913.8
picasso.cnf,2876621.3,2874743.1,2873363,2884261.2,2883377.7,2882704.3,2887106.7,2886473.9,2886318.5,2888207.7,2887947.9,2887887.4,2888657.4,2888521.9,2888446.7,2888829.5,2888771.9,2888742.6,2888894.6,2888865.7,2888855.2
pid.cnf,2776887.3,2775605.3,2774517.1,2783937.6,2783047,2782646.7,2786375.2,2785987.4,2785798.8,2787336.3,2787139.7,2787026.9,2787711.3,2787600.5,2787565.3,2787848.3,2787794.2,2787793.6,2787893.7,2787874.9,2787865.7
